gid,role,role_score,cluster_id,priority_score,evidence
100000000629812100,terminal,0.6881837413115744,31,0.6283535217586361,Гипотеза конечного получателя: вход 22000 KZT от 2; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000634341100,peripheral,0.0,0,0.5558322117541499,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000640800100,peripheral,0.0,8,0.8504262000897264,"Недостаточно признаков роли: отправителей 1, получателей 4, достижим из 7 seed."
100000000646541100,terminal,0.7642792384406165,0,0.6567070435172723,Гипотеза конечного получателя: вход 25300 KZT от 3; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000655469100,peripheral,0.0,32,0.5447958725886047,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000656682100,transit,0.7043836506068107,0,0.6866532077164648,"Признаки транзита: вход 71000, выход 80000 KZT; выход/вход=1.13. Совпадение сумм не доказывает движение тех же денег."
100000000661131100,terminal,0.6032033847083711,22,0.24420367877972188,Гипотеза конечного получателя: вход 15600 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000661912100,consolidator,0.9366651556361439,8,0.8441902198295199,Признаки консолидации: 5 отправителей; вход 393036 KZT; 2 получателей.
100000000667713100,peripheral,0.0,16,0.8296321220278151,"Недостаточно признаков роли: отправителей 2, получателей 6, достижим из 7 seed."
100000000673868100,distributor,0.8242795389048991,33,0.8282862270076268,Признаки распределения: 5 получателей; выход 383000 KZT; 1 отправителей.
100000000673915100,peripheral,0.0,20,0.5451996410946612,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000703894100,peripheral,0.0,27,0.4188111260655002,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 1 seed."
100000000703902100,terminal,0.6313085524327591,22,0.28283086585912964,Гипотеза конечного получателя: вход 25499 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000704700100,peripheral,0.0,34,0.22589950650515928,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 1 seed. Граница обхода; исходящие неполны."
100000000706545100,consolidator,0.8701042611060744,16,0.8054957379991027,Признаки консолидации: 3 отправителей; вход 1070300 KZT; 1 получателей.
100000000718427100,terminal,0.5751888788153521,22,0.20813369223867206,Гипотеза конечного получателя: вход 6000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000723383100,peripheral,0.0,32,0.7327501121579183,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000000724540100,peripheral,0.0,35,0.6897936294302378,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 8 seed."
100000000733373100,terminal,0.5901480809912361,16,0.5067070435172722,Гипотеза конечного получателя: вход 10710 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000733451100,peripheral,0.0,12,0.7500897263346792,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 10 seed."
100000000733940100,peripheral,0.0,36,0.7542171377299237,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000737152100,peripheral,0.0,0,0.5861148497083895,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000749118100,peripheral,0.0,0,0.5573575594436967,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000000764836100,peripheral,0.0,8,0.7542171377299237,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000000765628100,terminal,0.5717437292233303,16,0.4835576491700314,Гипотеза конечного получателя: вход 5000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000769919100,terminal,0.732577818071925,37,0.4293988335576492,Гипотеза конечного получателя: вход 250000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000782285100,terminal,0.575642187972197,0,0.48880663974876626,Гипотеза конечного получателя: вход 6151 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000783406100,terminal,0.5754608643094591,38,0.48853746074472854,Гипотеза конечного получателя: вход 6066 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000785800100,transit,0.8368876080691643,39,0.28664423508299686,"Признаки транзита: вход 19000, выход 19000 KZT; выход/вход=1.00. Совпадение сумм не доказывает движение тех же денег."
100000000790311100,terminal,0.6595043819885161,3,0.602669358456707,Гипотеза конечного получателя: вход 46300 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000791285100,peripheral,0.0,14,0.8065724540152535,"Недостаточно признаков роли: отправителей 1, получателей 3, достижим из 7 seed."
100000000795033100,terminal,0.6114536113629495,0,0.5356437864513235,Гипотеза конечного получателя: вход 18200 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000795129100,terminal,0.7406467210637655,3,0.7233961417676088,Гипотеза конечного получателя: вход 332000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000795374100,terminal,0.6673919613176186,8,0.6139748766262898,Гипотеза конечного получателя: вход 50000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000802149100,terminal,0.6996675732849804,0,0.6618887393449977,Гипотеза конечного получателя: вход 104128 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000803368100,peripheral,0.0,40,0.675347689546882,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000806727100,peripheral,0.0,8,0.630574248541947,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 11 seed."
100000000810551100,peripheral,0.0,2,0.7397936294302379,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 10 seed."
100000000817146100,terminal,0.6817165306739196,16,0.635105428443248,Гипотеза конечного получателя: вход 70020 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000821507100,terminal,0.7459957691145361,33,0.7321444593988335,Гипотеза конечного получателя: вход 400000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000831684100,peripheral,0.0,7,0.33397487662628983,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 1 seed."
100000000838385100,peripheral,0.0,15,0.7647599820547331,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000000850297100,transit,0.834870317002882,18,0.2513369223867205,"Признаки транзита: вход 17520, выход 17520 KZT; выход/вход=1.00. Совпадение сумм не доказывает движение тех же денег."
100000000860514100,peripheral,0.0,13,0.6434948407357559,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000000861294100,terminal,0.7129948624962225,1,0.4010004486316734,Гипотеза конечного получателя: вход 150000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000870121100,terminal,0.5927772741009368,12,0.5103409600717811,Гипотеза конечного получателя: вход 12000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000878006100,terminal,0.6607736476276821,10,0.6046882009869896,Гипотеза конечного получателя: вход 47003 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000896111100,terminal,0.7368389241462677,21,0.43666666666666665,Гипотеза конечного получателя: вход 287100 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000907277100,terminal,0.6088244182532487,22,0.2518752803947959,Гипотеза конечного получателя: вход 17534 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000910216100,peripheral,0.0,2,0.715702108568865,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000000912487100,terminal,0.5894227863402841,2,0.5058995065051592,Гипотеза конечного получателя: вход 10000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000913911100,peripheral,0.0,2,0.8429789143113504,"Недостаточно признаков роли: отправителей 2, получателей 1, достижим из 7 seed."
100000000917179100,terminal,0.6934119069205198,40,0.6521982951996411,Гипотеза конечного получателя: вход 94465 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000922570100,transit,0.782605073272244,7,0.36349484073575594,"Признаки транзита: вход 47101, выход 50000 KZT; выход/вход=1.06. Совпадение сумм не доказывает движение тех же денег."
100000000926078100,peripheral,0.0,8,0.7093988335576491,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000926766100,peripheral,0.0,13,0.5363167339614177,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000000933075100,peripheral,0.0,7,0.6515702108568865,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 8 seed."
100000000941942100,terminal,0.7070111816258688,2,0.6723867205024675,Гипотеза конечного получателя: вход 130000 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000942301100,terminal,0.6741915986702931,0,0.6242036787797218,Гипотеза конечного получателя: вход 57580 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000943371100,terminal,0.6023874282260502,12,0.5229923732615522,Гипотеза конечного получателя: вход 15500 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000945428100,terminal,0.6906920519794499,0,0.6482951996410946,Гипотеза конечного получателя: вход 89629 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000954884100,terminal,0.6459957691145362,38,0.5836922386720502,Гипотеза конечного получателя: вход 34000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000000955444100,terminal,0.5767301299486249,23,0.2101525347689547,Гипотеза конечного получателя: вход 6910 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000955529100,peripheral,0.0,2,0.7085688649618663,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000000957746100,peripheral,0.0,28,0.4849035441902198,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000961900100,terminal,0.7155636143850106,0,0.6171152983400627,Гипотеза конечного получателя: вход 36000 KZT от 2; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000967918100,terminal,0.6203384708371109,0,0.5476222521310005,Гипотеза конечного получателя: вход 21200 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000968253100,terminal,0.6017527954064672,22,0.24205024674742037,Гипотеза конечного получателя: вход 15000 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000971908100,terminal,0.690510728316712,1,0.368026020637057,Гипотеза конечного получателя: вход 89000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000976943100,transit,0.5962536023054755,11,0.6745850157021085,"Признаки транзита: вход 70000, выход 84000 KZT; выход/вход=1.20. Совпадение сумм не доказывает движение тех же денег."
100000000978041100,terminal,0.6568751888788154,22,0.31836249439210407,Гипотеза конечного получателя: вход 44445 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000979567100,terminal,0.5894227863402841,22,0.22589950650515928,Гипотеза конечного получателя: вход 10000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000979923100,terminal,0.6952251435478997,11,0.6550246747420367,Гипотеза конечного получателя: вход 97900 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000000981693100,peripheral,0.0,0,0.5278375953342306,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000000993112100,terminal,0.7102750075551526,41,0.6769627635711081,Гипотеза конечного получателя: вход 141000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000000998559100,terminal,0.6985796313085524,2,0.6602736653207717,Гипотеза конечного получателя: вход 100000 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001009583100,terminal,0.7451798126322151,10,0.7312023328847017,Гипотеза конечного получателя: вход 393740 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001046057100,terminal,0.6881535207011181,42,0.6446612830865859,Гипотеза конечного получателя: вход 83420 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001046626100,terminal,0.7129948624962225,10,0.6810004486316734,Гипотеза конечного получателя: вход 150000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001049200100,peripheral,0.0,43,0.7963885150291611,"Недостаточно признаков роли: отправителей 2, получателей 4, достижим из 7 seed."
100000001052789100,terminal,0.6820791779993955,43,0.6359129654553611,Гипотеза конечного получателя: вход 70975 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001052945100,peripheral,0.0,44,0.870345446388515,"Недостаточно признаков роли: отправителей 1, получателей 3, достижим из 7 seed."
100000001053894100,peripheral,0.0,30,0.7713100044863167,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001056414100,terminal,0.732577818071925,24,0.4993988335576492,Гипотеза конечного получателя: вход 250000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001063678100,peripheral,0.0,29,0.6941902198295199,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000001065234100,peripheral,0.0,3,0.727433826828174,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001065481100,peripheral,0.0,12,0.5264917003140421,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001066017100,peripheral,0.0,0,0.7336249439210408,"Недостаточно признаков роли: отправителей 2, получателей 4, достижим из 7 seed."
100000001072022100,consolidator,0.8726427923844062,2,0.863032750112158,Признаки консолидации: 3 отправителей; вход 1684000 KZT; 0 получателей.
100000001073568100,peripheral,0.0,40,0.7964782413638403,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000001074553100,terminal,0.7036869144756723,4,0.44069537909376394,Гипотеза конечного получателя: вход 28971 KZT от 2; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001083990100,terminal,0.6640374735569659,7,0.6093988335576491,Гипотеза конечного получателя: вход 49900 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000001089055100,peripheral,0.0,28,0.5135711081202333,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001102676100,transit,0.8749279538904899,2,0.6434948407357559,"Признаки транзита: вход 50000, выход 50000 KZT; выход/вход=1.00. Совпадение сумм не доказывает движение тех же денег."
100000001103905100,terminal,0.6112722877002116,22,0.25550919694930463,Гипотеза конечного получателя: вход 18000 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001110358100,terminal,0.7107585373224539,0,0.6606550022431583,Гипотеза конечного получателя: вход 32000 KZT от 2; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001111763100,terminal,0.6069205197944998,22,0.24958725886047556,Гипотеза конечного получателя: вход 17144 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001114385100,terminal,0.6378362042913267,2,0.5723867205024674,Гипотеза конечного получателя: вход 29500 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000001126374100,consolidator,0.869885161680266,0,0.8005832211754149,Признаки консолидации: 4 отправителей; вход 182500 KZT; 2 получателей.
100000001130176100,terminal,0.6305832577818071,0,0.5617541498429789,Гипотеза конечного получателя: вход 25000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001130553100,peripheral,0.0,10,0.5355091969493047,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001131403100,peripheral,0.0,44,0.7680798564378645,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001138283100,peripheral,0.0,8,0.6729699416778824,"Недостаточно признаков роли: отправителей 1, получателей 2, достижим из 7 seed."
100000001138376100,terminal,0.6021154427319432,3,0.5225886047554957,Гипотеза конечного получателя: вход 15300 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000001140785100,terminal,0.7935327893623451,42,0.7301704800358905,Гипотеза конечного получателя: вход 215000 KZT от 2; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001141268100,peripheral,0.0,35,0.783826828174069,"Недостаточно признаков роли: отправителей 2, получателей 1, достижим из 9 seed."
100000001145749100,terminal,0.5894227863402841,2,0.5058995065051592,Гипотеза конечного получателя: вход 10000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001149815100,terminal,0.5927772741009368,22,0.23034096007178106,Гипотеза конечного получателя: вход 12000 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001155773100,terminal,0.6206104563312179,22,0.268026020637057,Гипотеза конечного получателя: вход 21500 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001160401100,terminal,0.661317618615896,0,0.6053611484970839,Гипотеза конечного получателя: вход 47190 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
100000001162560100,distributor,0.9919308357348704,4,0.660803050695379,Признаки распределения: 12 получателей; выход 2904398 KZT; 1 отправителей.
100000001164648100,terminal,0.6629797521909943,18,0.5941677882458501,Гипотеза конечного получателя: вход 13660 KZT от 2; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001166289100,peripheral,0.0,22,0.5025257963212202,"Недостаточно признаков роли: отправителей 2, получателей 1, достижим из 1 seed."
100000001169666100,peripheral,0.0,18,0.7311126065500224,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 9 seed."
100000001184915100,terminal,0.7251435478996675,3,0.6984970838941229,Гипотеза конечного получателя: вход 201000 KZT от 1; исходящих 0; глубина 2. Только в пределах выгрузки.
100000001194266100,terminal,0.6673919613176186,2,0.6139748766262898,Гипотеза конечного получателя: вход 50000 KZT от 1; исходящих 0; глубина 1. Только в пределах выгрузки.
100000001202637100,peripheral,0.0,18,0.5058995065051592,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 9 seed. Граница обхода; исходящие неполны."
100000001202787100,peripheral,0.0,0,0.5975325257963212,"Недостаточно признаков роли: отправителей 2, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001220124100,peripheral,0.0,8,0.5935172723194257,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001222245100,peripheral,0.0,10,0.7334903544190219,"Недостаточно признаков роли: отправителей 1, получателей 0, достижим из 7 seed. Граница обхода; исходящие неполны."
100000001222263100,peripheral,0.0,10,0.7834679228353522,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 7 seed."
100000001223977100,peripheral,0.0,45,0.5650291610587708,"Недостаточно признаков роли: отправителей 1, получателей 1, достижим из 10 seed."
100000001227106100,terminal,0.7158960411000302,10,0.6854419021982951,Гипотеза конечного получателя: вход 164765 KZT от 1; исходящих 0; глубина 3. Только в пределах выгрузки.
